3364	183	5
8619	-184	70
8077	124	5
6142	-125	4
3776	166	397
7385	-167	4
8874	11	15
9453	-12	15
12917	225	7
12433	-226	601
2567	54	7
8188	-55	584
11919	82	5
2062	-83	13
10698	108	93
12151	-109	11
11998	215	12
1416	-216	18
746	49	31
14485	-50	49
6778	80	44
8360	-81	21
6468	187	4
13665	-188	1314
12959	21	6
5744	-22	6
7796	75	38
3031	-76	299
4990	17	6
4361	-18	90
14212	215	27
2904	-216	16
4994	31	846
13456	-32	5
4319	82	15
5429	-83	13
5747	37	4
4994	-38	180
9360	215	36
9698	-216	14
1414	108	72
7838	-109	8
2597	2	8
5311	-3	25
12217	196	14
9707	-197	57
436	125	5
2043	-126	88
6845	59	17
987	-60	11
11592	173	12
917	-174	17
3823	59	8
1798	-60	9
2735	39	57
9981	-40	8
3649	75	41
7456	230	7
9663	-231	155
3206	30	4
4994	-31	14
11236	2	6
8083	-3	294
7824	58	4
14037	-59	3615
1783	111	17
7797	-112	809
1049	179	57
9847	-180	4
5956	75	44
2414	-76	293
2238	108	90
1202	-109	36
4460	114	6
4994	-115	1320
2596	82	13
10206	-83	15
10631	123	33
1332	-124	30
4904	155	6
10309	-156	26
8126	114	4
7746	215	7
166	-216	39
217	125	5
8480	-126	15
13894	4	6
1810	-5	215
11734	11	17
5557	-12	7
11075	199	72
6463	-200	4
5422	150	4
6765	-151	376
10582	123	21
11173	-124	24
11266	35	4
6765	-36	1167
8190	176	33
4447	-177	26
8483	74	10
2836	-75	64
13980	170	113
4306	-171	5
11433	9	14
6103	-10	9
9973	82	9
5613	-83	6
1415	149	4
12771	-150	44
3462	11	31
14199	-12	11
7716	82	7
10099	-83	8
1871	58	4
6542	155	13
9230	-156	49
11180	215	10
2580	-216	11
10014	-40	5
5010	225	6
1221	-226	488
3594	114	5
4031	-115	48
3736	58	4
12667	202	15
8170	-203	4
11517	50	16
14365	-51	73
2849	118	8
10533	-119	7
13123	39	9
12068	-40	4
10977	187	4
7143	2	5
13357	-3	289
13906	11	9
9599	-12	9
10401	58	4
471	4	8
12009	-5	419
6993	58	4
5310	49	88
4997	-50	57
4815	148	4
5245	-149	2917
6947	205	11
13947	-206	5
4394	133	4
2504	-134	8
13437	4	6
3103	-5	120
5778	187	4
2870	30	4
9110	-31	20
5926	113	6
5985	-114	58
13701	10	17
3098	-11	13
3510	75	35
4994	-76	1192
1531	58	4
2374	75	21
9851	-76	307
5680	17	4
7544	-18	1480
9834	186	4
9851	-187	44
9105	4	8
4864	-5	524
12459	98	11
422	-99	11
2578	82	13
5680	-83	9
13395	39	19
13990	-40	5
9631	205	52
13637	-206	7
9298	168	63
4120	-169	5
3953	4	5
8010	-5	41
6586	171	4
7544	-172	221
12005	215	15
7138	-216	27
7340	125	14
2588	-126	43
1203	114	5
8429	-115	62
8186	111	10
14287	-112	86
5935	194	5
9293	-195	8
3910	26	4
6011	-27	4
9642	155	6
1093	-156	36
5036	154	4
4369	-155	4
974	124	11
8108	-125	5
13780	44	30
5370	-45	4
4205	108	74
2337	-109	20
10549	50	8
5310	-51	172
13557	194	9
2751	-195	17
11324	75	34
10060	-76	355
14208	82	6
7886	-83	8
14083	166	74
12093	-167	6
3263	116	4
3263	-117	4
2925	230	5
11118	-231	168
14335	151	14
14348	-152	38
1985	118	261
1624	-119	10
5819	2	9
12176	-3	866
5066	61	7
2666	-62	7
3159	9	5
8416	-10	9
8112	224	38
7573	-225	4
12926	234	4
6765	-235	460
2967	1	4
322	-2	106
7203	193	4
12439	-194	19
5260	9	4
10965	-10	23
11283	9	10
1949	-10	9
5836	2	5
6631	80	17
5111	-81	71
9469	75	28
14476	-76	144
2788	117	346
983	-118	4
14480	54	7
3910	9	13
8199	-10	5
10360	108	77
10705	-109	9
3704	2	7
10052	-3	438
7884	34	25
10861	-35	22
8596	53	12
13016	-54	23
13349	22	4
4695	-23	126
3574	187	4
12029	9	7
13864	-10	7
879	215	7
1843	-216	16
10893	215	27
11615	-216	22
14463	4	7
3776	-5	928
10134	132	4
2418	-133	42
4812	125	8
1804	-126	68
2883	82	9
1643	-83	9
10638	59	61
12430	-60	11
633	215	20
5189	-216	18
7799	199	236
2016	-200	6
3017	108	101
7865	-109	20
14149	16	10
10249	-17	14
5913	198	27
7570	-199	33
3840	17	5
1752	-18	14
3899	21	6
1971	-22	6
8821	215	15
14521	-216	18
6476	133	8
12082	-134	5
10685	125	10
5574	-126	102
13594	70	11
9780	-71	5
248	58	4
8053	82	21
3484	-83	10
4747	4	7
10565	75	28
11218	-76	123
10576	110	9
12770	-111	4
10657	114	5
2079	9	6
11071	-10	13
11173	55	16
4313	-56	42
3226	171	10
4361	-172	5
7950	152	6
3778	-153	96
14338	102	4
4152	-103	4
1156	215	9
10803	-216	11
6003	75	41
8662	-76	219
13681	75	15
13691	121	66
5449	-122	21
9347	125	7
10925	-126	67
4142	82	17
13472	-83	12
7906	215	22
11604	-216	18
1808	204	23
7177	-205	6
1718	32	7
10538	-33	6
11957	11	13
10330	-12	18
11929	31	23
2177	-32	5
4584	125	16
10788	-126	49
10739	53	13
12447	-54	15
2432	231	41
2029	-232	4
2703	125	6
9480	-126	80
8683	125	6
9230	-126	138
9783	22	6
11407	-23	7
13647	108	5
9281	-109	4
6884	195	20
1475	-196	13
9810	111	6
5835	-112	706
1217	130	4
9332	-131	273
9693	179	31
1459	-180	5
693	59	63
12477	-60	13
10577	173	8
1931	-174	12
12514	30	4
11757	-31	37
14437	142	4
14437	-143	4
6402	59	25
205	-60	11
10907	108	214
8776	-109	12
13057	179	53
409	-180	10
13339	215	26
6352	-216	20
9150	213	4
11318	-214	46
1127	124	16
1780	-125	4
3690	215	26
827	-216	34
7414	59	28
11211	-60	25
4197	155	13
11396	-156	59
4150	201	6
1289	-202	4
8023	75	50
883	59	129
1540	-60	5
12366	108	85
9057	-109	13
13659	215	4
13381	-216	4
8214	114	9
3056	-115	351
8362	148	4
4810	-149	806
11741	215	13
5837	-216	30
10542	120	5
6623	-121	7
1137	-54	14
12393	186	4
4994	-187	2512
11396	108	168
6775	-109	13
12680	2	11
10086	-3	605
7625	215	38
226	-216	7
8655	125	7
6814	-126	26
11720	225	7
4397	-226	583
9780	-76	88
14512	124	12
8369	-125	4
8730	108	13
13167	-109	12
14389	22	4
3079	-23	4
7483	10	21
1922	-11	14
14501	215	17
4945	-216	18
4513	199	178
10319	-200	5
3091	32	9
5813	-33	5
4918	82	8
5778	-83	16
14416	39	10
9790	-40	5
215	82	16
7789	-83	5
14173	193	4
9501	-194	156
1720	31	4
7695	-32	5
12384	205	18
8230	-206	10
13924	82	13
14211	-83	11
13337	125	7
10309	-126	77
4300	-109	10
5931	215	16
8181	-216	16
7679	2	6
12429	-3	70
9166	126	4
11345	-127	2589
5210	10	20
1844	-11	6
14365	121	86
7831	-122	34
1725	4	6
8811	-5	113
3743	233	4
664	-234	89
5454	10	17
1670	-11	5
4994	174	338
3277	-175	4
10421	142	4
10421	-143	4
9506	16	22
4493	-17	18
10753	187	4
11898	198	18
8598	-199	37
13635	82	7
6681	-83	6
6089	186	6
3056	-187	295
8802	108	16
10251	-109	10
13224	17	4
11159	108	164
193	-109	12
4218	125	5
10642	-126	45
8952	148	4
13382	-45	4
11320	59	68
12894	-60	8
11432	4	8
912	-5	171
2050	80	51
6747	-81	18
13805	4	11
14072	-5	260
1376	34	21
13653	-35	25
6255	75	39
4029	-76	67
12981	199	127
7385	-200	5
1529	58	4
12614	229	7
300	-230	6
14103	121	43
1748	-122	39
9481	233	5
2077	-234	26
7865	155	12
795	-156	21
571	105	127
10498	-106	9
1582	111	7
9198	124	10
2490	-125	5
3059	52	4
10864	-53	50
3153	11	31
8881	-12	21
2392	156	4
4612	-157	124
11502	75	35
2029	-76	247
14018	75	35
8429	-76	257
3349	215	10
1220	-216	12
4838	108	108
1935	-109	13
3914	58	4
2127	108	106
2320	-109	6
5310	118	351
14333	-119	15
11477	30	4
10754	216	65
2152	-217	7
500	186	4
1623	204	10
1733	-205	6
12534	4	7
11184	190	23
5067	-191	14
1216	2	8
5005	-3	33
3075	9	5
4400	-10	7
13276	85	7
4458	-86	4
10280	62	7
5805	-63	201
12905	75	37
11173	-76	249
4734	148	4
261	9	18
13076	-10	10
921	123	70
3364	-124	11
13320	9	36
1090	-10	5
1921	59	327
3453	-60	8
12590	31	4
928	-32	5
2673	114	4
1666	54	5
1221	-55	516
4664	148	4
3069	10	80
12232	-11	4
2981	58	4
2986	149	4
7253	-150	30
11339	87	8
7466	-88	29
13038	108	27
12563	-109	7
1688	108	88
7817	-109	7
3725	11	15
5329	-12	13
6259	125	6
7397	-126	63
11599	45	4
9037	-46	4
14266	120	4
11412	-121	7
2175	161	15
2211	-162	18
10371	-60	16
7145	125	12
12527	-126	380
3109	74	10
4641	-75	13
4903	9	7
497	-10	9
1693	133	5
11188	-134	4
8845	207	8
6832	-208	23
8137	166	28
12984	-167	9
1588	216	112
1240	-217	7
724	21	4
12425	-22	6
3805	80	58
1490	114	4
5455	82	15
2451	-83	8
10537	80	16
8264	-81	76
7685	31	29
9051	-32	4
5067	176	48
7225	-177	39
4052	74	16
4338	81	4
6100	-82	18
2333	130	4
8213	105	84
9375	-106	15
2696	121	12
14348	-122	67
8243	30	4
10902	201	4
12689	-202	92
8992	88	24
1489	-89	86
10839	110	141
6000	-111	5
12453	121	80
12998	80	11
9201	-81	8
13891	125	13
5945	-126	81
3761	75	4
13533	233	5
3737	-234	19
1097	46	4
11197	-47	7
12447	123	16
13506	-124	24
1223	108	25
8358	-109	7
4865	176	29
8462	-177	28
13729	129	25
5363	-130	6
1588	118	152
1484	-119	7
5946	177	13
7570	-178	12
1652	125	11
7491	-126	5
8610	3	4
6977	-4	16
2551	186	4
11373	148	4
9003	198	37
3685	-199	39
11281	21	7
834	-22	7
8372	53	32
13470	-54	25
12858	121	26
13691	-122	67
13210	75	56
14380	155	10
12938	-156	17
10060	198	38
6609	-199	27
7923	102	4
12795	-103	4
8478	233	6
8098	-234	61
1499	31	51
7492	-32	4
13866	75	46
10127	-76	64
8276	133	8
14473	-134	7
13327	60	5
12689	-61	196
6706	120	6
9289	-121	14
12689	85	6
6458	-86	4
8841	2	10
6771	-3	9
2320	155	5
4838	-156	31
2015	124	7
2589	-125	4
11468	82	10
12624	-83	7
13740	58	4
11659	135	10
4016	-136	20
4749	4	8
13511	-5	352
12677	166	173
661	-167	5
11185	120	6
1481	-121	4
3614	67	4
6765	-68	342
3601	215	23
11389	-216	12
12938	10	20
10692	-11	5
4513	9	31
9969	-10	7
4472	11	20
4701	-12	15
13430	143	5
12360	-144	14
12490	215	36
4894	-216	12
2100	11	13
4652	-12	11
8605	6	4
4612	-7	228
9927	155	7
5336	-156	32
12268	45	12
12479	-46	14
545	59	15
11541	-60	10
5323	11	12
10041	-12	14
5555	31	5
2075	-32	5
5297	215	24
6354	-216	17
9538	34	25
4403	215	14
7443	-216	8
11017	215	14
13566	-216	13
2926	10	24
13507	-11	9
6375	54	6
4397	-55	574
2135	210	4
9169	-211	4
11039	46	6
3087	-47	4
12260	22	4
1805	-23	11
5762	54	7
12433	-55	599
5945	108	107
2440	-109	17
9479	22	4
5267	-23	20
13843	136	58
9843	-137	8
8662	198	15
9185	-199	44
13922	-122	40
5905	114	4
9851	-115	64
5069	108	29
5907	-109	8
1570	2	6
12530	179	33
6101	-180	5
13289	9	5
10586	-10	12
3380	9	6
599	-10	9
4925	125	15
811	-126	54
6807	125	4
5815	-126	19
6523	125	15
14273	-126	21
1967	-50	39
12201	45	8
13290	-46	8
6960	59	31
5280	-60	6
8825	215	10
6772	-216	8
5366	31	4
8552	-32	7
5310	121	87
6625	-122	41
9198	171	4
13479	212	4
3826	-213	93
6184	155	9
2839	-156	13
7195	170	73
12866	-171	7
8801	199	189
828	-200	4
5361	220	13
14447	-221	9
8942	188	4
6441	-189	168
5395	230	8
3757	11	20
1710	-12	22
11336	110	29
9673	-111	4
378	143	4
3977	-144	4
177	186	5
13358	39	9
4308	-40	4
8095	125	4
1691	-126	24
4997	121	77
2232	-122	22
3761	4	5
9267	86	4
12041	-87	14
1459	11	18
12478	-12	20
6372	202	12
10792	-203	6
155	11	5
6368	-12	6
873	126	4
2896	126	4
11406	163	4
11109	-164	54
6354	9	9
3077	-10	5
14500	147	4
8982	-148	414
10738	125	9
7086	-126	28
5305	224	16
12695	-225	4
7065	129	16
12650	-130	9
8428	88	6
7297	-89	31
10177	5	4
9354	-6	4
11448	114	5
9003	-115	8
1442	176	45
8923	-177	10
12203	2	8
2913	-3	164
3077	60	5
2821	79	4
9995	-80	791
11100	-119	7
11346	49	11
5310	-50	87
14489	196	14
8637	-197	47
5619	199	27
10158	-200	5
4452	234	4
5101	2	5
8284	-3	77
3550	11	14
5391	-12	9
6647	32	9
8726	-33	9
9230	108	182
10959	-109	37
11734	215	25
8486	-216	6
6365	143	4
625	-144	7
205	-11	6
18	2	6
6276	47	18
9846	-48	6
5395	172	4
2125	-173	5
2912	202	12
829	-203	6
1049	-81	72
8747	75	16
819	-76	302
12985	2	10
5604	-3	875
7060	215	12
4224	-216	27
3990	61	10
38	-62	7
10124	85	4
737	-86	4
9074	187	4
11597	108	50
7796	-109	16
13299	59	16
2616	-60	8
455	148	4
10939	186	4
12581	59	158
8308	-60	17
12128	75	19
7124	-76	272
8384	30	4
11540	-31	12
11168	155	8
3696	-156	20
11141	108	27
5784	-109	4
1940	16	15
13087	-17	23
4300	75	44
5003	4	7
5817	-5	188
11904	166	15
593	-167	4
7	104	8
8185	-105	4
550	215	6
1206	-216	6
8253	-11	6
10399	75	25
13398	-76	162
8090	61	7
12935	-62	11
9011	54	5
13863	34	21
753	-35	25
3510	114	6
2655	173	10
2765	-174	6
6078	2	5
5029	-3	2267
8859	10	39
10015	-11	6
8652	60	8
4965	-61	29
2025	123	26
2029	-124	39
5424	120	6
6224	-121	24
7503	2	7
937	-3	578
5771	97	5
7481	-98	115
12743	17	5
5574	108	53
9567	-109	10
8992	39	23
7321	-40	6
9236	17	7
11274	-18	9
5958	110	329
11577	-111	4
5749	125	10
7180	-126	11
6657	31	6
13925	-32	5
3508	2	5
12168	125	6
11666	-126	13
14440	11	17
11615	-12	14
12453	216	51
4379	-217	12
10904	230	5
9001	-231	41
8076	108	73
10566	-109	23
7299	82	10
8278	-83	9
12841	59	10
2539	-60	6
10530	120	5
12192	-121	4
12998	108	159
10611	-109	13
11563	17	4
14365	118	72
6245	-119	7
3760	4	7
13303	9	5
9382	-10	6
6431	111	11
4269	-112	74
3456	108	146
9269	-109	8
12882	53	31
3480	175	27
10538	-176	4
8970	-81	23
6099	225	7
1957	54	7
8436	-118	4
10607	10	34
7402	-11	12
361	162	82
6346	-163	4
14493	148	4
13325	11	17
11741	-12	12
4358	157	4
12439	-158	13
7462	203	4
1232	-204	41
2484	62	6
4158	-63	116
8025	83	4
6765	-84	216
8641	125	6
12559	-126	92
7809	116	4
7809	-117	4
2337	155	11
12881	-156	55
8821	2	4
411	75	45
9023	30	4
7712	-31	7
5951	80	12
1439	-81	14
1881	128	56
10289	-129	16
11496	11	27
11214	-12	16
9913	21	5
6154	-22	8
12559	108	76
13118	-109	6
1322	123	166
5904	-124	11
9099	54	7
6830	204	14
5838	-205	6
5945	10	30
11785	-11	9
7037	59	76
11297	-60	12
14048	125	9
8079	60	5
3638	-61	4
12984	155	11
8787	-156	7
9368	120	4
6806	-121	6
13495	-109	23
2699	125	10
10537	-126	141
3593	176	26
3543	-177	16
13432	103	11
5913	-104	17
3866	90	16
6723	-91	4
7225	61	9
9361	-62	18
2089	2	10
2937	-3	285
14379	121	20
7555	-122	38
9021	148	4
6616	75	40
12373	39	24
8293	-40	4
1125	88	5
16	-89	103
3332	38	4
3056	-39	50
489	186	4
4070	168	50
12461	-169	4
13584	87	11
786	-88	24
9553	108	142
10942	-109	19
12080	40	6
9010	-41	69
11898	31	7
9779	-32	4
10296	67	4
12858	49	20
9010	-50	77
10330	215	22
5632	-216	31
12155	111	7
13234	-112	670
12592	125	9
2050	-126	106
13617	75	52
6980	-76	141
165	123	26
9851	-124	40
11122	110	8
14064	-111	4
14074	114	4
11898	-115	9
2762	125	13
5764	-126	55
12068	215	12
3710	-216	8
3840	-10	4
3404	2	8
1114	-3	577
14485	121	47
8362	82	9
1791	-83	16
838	233	5
6900	-234	18
13190	-48	8
7778	22	5
14371	-23	7
12442	215	17
14250	-216	16
4343	-200	4
6101	215	18
10893	-216	30
6070	179	34
10350	-180	4
1781	170	151
11747	-171	5
4566	125	9
12154	-126	60
2290	-109	31
9836	105	179
4249	-106	10
5392	75	43
9818	-76	67
9076	215	9
12880	-216	8
13976	133	5
9612	-134	5
2644	82	12
8099	-83	8
8322	35	4
5302	126	4
14335	49	43
4982	-50	38
531	22	4
11748	-23	5
314	41	4
3056	-42	81
4356	7	4
3462	-8	5
12037	17	5
8033	39	5
1944	-40	4
1466	215	38
7564	-216	29
10788	108	53
7820	-109	21
1588	121	82
5360	-122	46
3726	157	4
7439	-158	55
2971	114	5
268	-115	13
4268	-167	4
9462	125	24
7736	-126	116
1837	30	4
5642	-31	5
481	173	6
10329	-174	10
224	10	10
10109	-11	9
13091	163	13
8590	-164	45
1002	152	6
4440	-153	92
7820	155	6
4908	-156	54
2660	125	14
11810	-126	115
664	199	168
3458	-200	4
11082	30	4
12794	-31	5
14476	31	5
2084	-32	4
3757	9	5
10251	-10	13
11604	215	19
1710	-216	27
4407	215	10
353	-216	13
1989	75	20
5913	-76	295
10693	125	12
9676	-126	63
13090	155	7
10907	-156	53
13462	13	48
14234	-14	18
7680	75	45
7009	40	6
1588	-41	49
7660	45	15
3717	-46	12
3498	75	41
10222	-76	301
4568	179	40
415	-180	5
11268	121	65
6733	-122	20
